Accession,Number_of_N
IMS-10116-CVDP-5CD62D10-9EB4-42AA-95E7-1A64FA59D8E0,262
IMS-10116-CVDP-27EC7B0D-D1B5-4B15-8C42-7138790DAE7B,938
IMS-10116-CVDP-923C38FF-B03E-4D85-80F8-7EB0A834F659,259
IMS-10116-CVDP-430790DC-9821-4178-BE9F-69792451E746,712
IMS-10116-CVDP-7862D75D-03B5-46E9-AA43-C6C4D17EDAAC,370
IMS-10116-CVDP-43DE9E72-AD00-42B2-A1B8-5CAF499756C8,292
IMS-10116-CVDP-52954DCC-5FD5-4F28-9DE1-9E828E1A8834,420
IMS-10116-CVDP-CC084EF2-07DF-4085-A36C-4BFA43DDBC60,418
IMS-10013-CVDP-6E408653-32AE-4FB9-A88C-BD46DF80AE8B,18
IMS-10116-CVDP-78C90559-4C5C-4547-8BEA-910035093311,121
IMS-10013-CVDP-B39B2105-794B-400E-B0B5-3F7BA1362FF0,17
IMS-10116-CVDP-DBF5A92C-D795-45CE-876C-01265787B2B3,253
IMS-10116-CVDP-26EBC97A-BF6B-456D-B238-E81A4B17E170,424
IMS-10116-CVDP-86F6D3C1-9B51-48F9-8EFF-F86EC509AAF2,253
IMS-10013-CVDP-73670917-950B-43D4-89B9-9995FD60F742,35
IMS-10224-CVDP-93D926B8-8065-48BC-A29D-5141095BB33A,534
IMS-10116-CVDP-894489B0-1C78-4C40-A2EC-5B94622D26E6,424
IMS-10013-CVDP-8C775825-9521-488D-A598-E4CBE4CB8640,14
IMS-10116-CVDP-1C4BF851-2AC3-466F-A0DC-5C30D95102AE,251
IMS-10116-CVDP-C10BA35E-80C6-4608-850C-E1FDF4D5CD77,259
IMS-10116-CVDP-E80957F1-B767-4CB7-BF9E-77D8BDDB5879,259
IMS-10116-CVDP-BA7122D7-A5A5-4699-A650-9137D88B0F0E,258
IMS-10116-CVDP-376D2EF5-6496-4936-94C0-0C62DC45A45B,259
IMS-10116-CVDP-C7B128BC-30D6-4C72-9000-9498F8B41DAC,251
IMS-10116-CVDP-11C4E596-A948-4949-B08D-18CD00F23B00,121
IMS-10116-CVDP-40E363EC-AEA0-48EB-A4A2-287E55487C13,264
IMS-10116-CVDP-CBCD243E-02AD-4542-80A8-BFC893259D5C,257
IMS-10013-CVDP-73791C5A-0A29-45E8-8015-0AEC9195B686,28
IMS-10116-CVDP-9D5159D1-D6D6-4264-BDE4-9B39681A0072,683
IMS-10116-CVDP-94D4301A-C6F7-49DC-A290-909D7D761128,912
IMS-10116-CVDP-E38B1C3D-ED67-45EA-A249-5C1BFC1D8F1C,830
IMS-10116-CVDP-A9A431F3-B36F-47D0-9CD1-5AA7C1A6A92B,418
IMS-10116-CVDP-EEB08D99-E363-4407-914B-4618DC017024,251
IMS-10116-CVDP-77D5C74D-D0D7-4A0B-800F-EEE09D0551D4,621
IMS-10116-CVDP-BAE66646-716D-4F1F-AE6E-4AD439EA78F3,121
IMS-10013-CVDP-BB3BDB5D-F420-4EBD-9F2F-EE566DCBF767,704
IMS-10116-CVDP-C69B6AA5-B238-44E3-95CD-1B5478FEF03D,305
IMS-10116-CVDP-F4B8E6E4-0440-4885-A0F7-2C7D50DD322E,73
IMS-10116-CVDP-4636EDCC-B13D-41C9-A039-09E3F2AA60E4,1126
IMS-10116-CVDP-2C89EC96-7654-4133-A57C-728759856F1F,271
IMS-10013-CVDP-D02F988E-71D1-4DAF-97E0-AA6257474268,29
IMS-10116-CVDP-FD06F0C1-28BD-4F23-8B90-DDCC80474F0A,259
IMS-10116-CVDP-66B92D81-D841-410C-87BA-3DDF7087D0B8,253
IMS-10013-CVDP-F46644A5-3017-491C-9274-3594ED43C1AE,32
IMS-10036-CVDP-4A6F51BB-5BAD-4289-A40D-D56B2D9EE97A,261
IMS-10116-CVDP-2BF21C8A-6740-44AA-ABE2-E0C39DA48743,79
IMS-10116-CVDP-C47FA631-0288-4D5F-8D27-0EA7DC0B73FB,105
IMS-10116-CVDP-4AEEB14F-93B1-4984-9699-629941E53DD8,121
IMS-10116-CVDP-F983C9B9-DF1B-4F0E-B27E-AAB5A9C87423,121
IMS-10116-CVDP-F8AEC74C-A9F8-4B94-9FB7-B00508240364,259
IMS-10116-CVDP-4EF41321-F0AA-41F7-8949-7F902E50AA5A,660
IMS-10013-CVDP-ECCE4B9F-C087-4FBA-89CC-7A8D98A1CD24,130
IMS-10116-CVDP-865AD1F6-FD7D-473E-833F-6C8884E23343,259
IMS-10013-CVDP-EDCA0773-6509-4F37-BA06-ACF05180025C,18
IMS-10116-CVDP-426249C0-F07D-4630-8C80-6FE8AB1C3B36,123
IMS-10013-CVDP-AC14B4A5-2643-4DFE-9CBA-BBA81BD9B71C,58
IMS-10116-CVDP-AA4F88F9-3300-4E35-9416-EEB4918B545E,444
IMS-10116-CVDP-801648BD-EE48-4C3D-AD5E-483C6964991E,257
IMS-10116-CVDP-81E240AA-FCD8-41D7-87C4-9CD326ECB987,462
IMS-10116-CVDP-B32BA63B-1985-426C-BED2-149743FBC5E7,679
IMS-10116-CVDP-62BBC06C-ACA3-47E7-9270-F62027830117,121
IMS-10116-CVDP-36A4E7FE-63C1-4152-98F2-7F3D4E3B09C7,259
IMS-10013-CVDP-4615DF98-76EF-4085-9A6B-C6D559F889B7,30
IMS-10116-CVDP-A0C4194B-0927-43F2-BAD8-FE188E49EB9A,590
IMS-10116-CVDP-98F30DEA-8C27-4C3B-A25F-94BBCA894352,417
IMS-10116-CVDP-F9CF1210-AC00-4595-8A97-DFA89F853FA2,424
IMS-10013-CVDP-BD9F3F26-9A2A-4469-B5E2-505188924940,84
IMS-10116-CVDP-E1A06CDE-0819-4256-BCFD-9F5FD8D21892,253
IMS-10013-CVDP-B6970113-839F-468E-AFDE-70C5A3DC7D07,5
IMS-10013-CVDP-BDAE8710-7789-4D83-887D-7ABAE2A77A45,41
IMS-10116-CVDP-6272A33C-6CEF-4230-879B-772FE6999D5F,1368
IMS-10116-CVDP-3EA09D5D-6AC7-4920-ACA2-A59245717794,259
IMS-10116-CVDP-D1B1991A-DC23-4CD3-B579-E19458ED46E9,392
IMS-10116-CVDP-69BE1920-5B96-46F9-AA87-E0C49CBB7960,1244
IMS-10116-CVDP-C83993EA-6F61-4463-9579-6902E0379FCB,657
IMS-10116-CVDP-8FEE8302-1192-4DFD-9AD6-51ADCF0D7479,746
IMS-10116-CVDP-E14D0335-ACBF-480C-8ADA-3D8B1BF5E880,536
IMS-10116-CVDP-AC88E733-FEBD-4990-B0F0-967BB57B9FD1,675
IMS-10116-CVDP-DD978FBE-08EE-4F2B-81A3-D92B32834A17,536
IMS-10116-CVDP-40EB3956-851D-4046-96D0-531422FC7E60,334
IMS-10116-CVDP-E3E7B8E7-5381-4D86-AEB9-969A88F7362C,82
IMS-10116-CVDP-04EFA6F8-56A8-4477-8722-07C7036EBC15,236
IMS-10116-CVDP-FEDBF442-EF32-40DB-AE55-9B1B76C5B9E5,259
IMS-10116-CVDP-70B352F2-D524-4F96-BB18-119B481C20EB,380
IMS-10116-CVDP-C86F5715-A8F0-4ADD-B856-73257283A0FE,657
IMS-10116-CVDP-8DCE9A26-2E23-4C06-83CF-4F71BBBDD560,308
IMS-10116-CVDP-EB73BDE5-A18E-417A-9428-4A1D922A24B4,421
IMS-10116-CVDP-A353DB2E-3A0E-45FF-88BC-2B3AFA0E365D,476
IMS-10013-CVDP-A479EC9E-1993-494B-ADC3-40E4B7564F6B,38
IMS-10116-CVDP-1428870E-9A74-414F-9DB9-05B51252187D,255
IMS-10116-CVDP-D86DA318-0EBA-4876-B53B-D9A487297E66,259
IMS-10116-CVDP-85B68A26-01B3-4804-A6A1-D8D583C66A32,462
IMS-10116-CVDP-D38190FF-B6B4-4CDC-B1A6-314428D27A8E,121
IMS-10116-CVDP-9ABCAF60-61EB-4A32-94AB-25F03EAECCA2,257
IMS-10116-CVDP-BBD4099E-876C-4094-A303-7BDCD94801D0,121
IMS-10013-CVDP-DA3852AE-FA86-4D85-BFCB-96F67A080BD8,30
IMS-10116-CVDP-DF6D6A48-38C9-4C2B-A9FD-B8C2E0CDF1FC,259
IMS-10013-CVDP-077F47F2-43D3-4053-8404-2F47A4E9E787,36
IMS-10116-CVDP-D4DE2CF1-03DD-48F8-85E9-49D8E4DD354D,259
IMS-10116-CVDP-9C433EF8-698A-44B5-A676-A63C72BA4D9D,389
IMS-10013-CVDP-69E7F40F-F822-4B10-AD30-6B811EF09553,117
IMS-10116-CVDP-4E971813-90CA-4C29-BE38-BD9468451C28,259
IMS-10116-CVDP-25306308-78C2-45ED-AAA8-3A1C39AFA9E3,424
IMS-10116-CVDP-02CC17FC-2870-4754-8B42-311D25E155BD,121
IMS-10116-CVDP-E51747A9-EEAA-47AF-851E-6ADC34532E33,706
IMS-10116-CVDP-97CD0F2E-8D74-4713-A67E-A1E5E294D919,259
IMS-10116-CVDP-5488FB74-B0C7-4BB9-9112-B5E8F63D0153,424
IMS-10116-CVDP-34A7A084-8290-443A-9F3F-7EBB964652CB,251
IMS-10116-CVDP-E3FC0983-580C-4FC1-84AB-EAE2EEDA0A8F,253
IMS-10116-CVDP-1A880C22-D09F-474C-A8FC-CE549576C2C4,259
IMS-10013-CVDP-697F68FA-4429-4A60-8ADA-9345B94FDB3C,110
IMS-10036-CVDP-3F7339EF-CADE-4D81-A32F-B38C89D23739,452
IMS-10116-CVDP-FBEC03C6-811A-4C2D-8B0D-9B6FFA15827E,435
IMS-10116-CVDP-DC7C1287-32B7-4C66-9BB8-4144D52DB708,424
IMS-10013-CVDP-500823F5-F480-4CB0-AF34-F6C8C2961DAA,255
IMS-10116-CVDP-66D1D9F5-3A69-4646-8C74-30BCDAA0CFCF,101
IMS-10116-CVDP-2CC80F12-DFEB-4C56-BDBE-25A09841CB79,395
IMS-10013-CVDP-B4DE0A41-4FB0-4658-A27F-013D5DD124DD,30
IMS-10116-CVDP-42C0295A-F1DF-4898-97B2-01B875B86C8A,78
IMS-10116-CVDP-4C0C9CA8-69D4-4D5B-A8F4-7D3D90DA3B66,614
IMS-10116-CVDP-65C78EDF-5A31-4703-8EE1-CD9E5A744BC6,231
IMS-10116-CVDP-586D73BD-DA5B-4E9F-ADC2-1BF47FD7F999,251
IMS-10116-CVDP-867F94CF-BBEE-40A7-B8FB-ABBE0B732320,233
IMS-10013-CVDP-03F93B62-FA94-4F1F-A90C-F520A6CBD42E,910
IMS-10116-CVDP-2601872E-F89F-4EB6-9A78-95A525C13132,576
IMS-10013-CVDP-077EA839-7B3E-4505-9BF1-32A5A37981F2,75
IMS-10116-CVDP-C341AE98-AB69-4F02-8EDF-F66A25B9EB5D,316
IMS-10116-CVDP-C972D78C-7892-4098-B7B5-9DC7EC47FB48,259
IMS-10013-CVDP-0252DD98-C173-4B43-AE4E-B443CEFE1527,35
IMS-10116-CVDP-D1C99D34-FEA6-4A55-8902-1C91E6122D14,125
IMS-10116-CVDP-CD56A325-A600-4130-83C9-D3F983816218,456
IMS-10013-CVDP-D913F8EE-EC2D-4550-8604-4860FCC2BD05,84
IMS-10116-CVDP-F689B47B-2B65-4F44-A79F-5B7B42C766CC,685
IMS-10116-CVDP-4AFC6CC7-C92F-41D8-827E-83E70F9C5E4C,196
IMS-10116-CVDP-228152B8-D1EA-46BA-AE91-54780D779C19,254
IMS-10116-CVDP-E36DDF34-86F8-4616-99BE-9E25E794C35D,383
IMS-10116-CVDP-DDD1E220-0BC9-4E8F-82E5-C8A25E7D678E,259
IMS-10116-CVDP-960081DB-DD4E-44E8-B4D8-D410A0AA3B59,396
IMS-10116-CVDP-0A88CF1E-5933-4F1D-9609-EBFDD9CF7550,455
IMS-10116-CVDP-96F2EBE3-B148-4D96-B820-E1F7FF0D5795,112
IMS-10013-CVDP-4BE96269-D0D3-4FAE-8068-E43ADFD08FCB,250
IMS-10224-CVDP-A7EDD3C6-E792-4163-8473-152EC06E07E9,995
IMS-10116-CVDP-DC6910AE-3648-4573-8094-1D2065525257,898
IMS-10116-CVDP-515674BB-7399-46C4-A387-B489A718E044,421
IMS-10116-CVDP-49A289C2-DB1A-4CA9-AD4F-3DCD71146F09,679
IMS-10116-CVDP-29F7D42D-CE0C-4F9C-B9A7-684C8F42BA37,426
IMS-10013-CVDP-F48BCB9F-8E83-423F-9EE4-5A1A2A483140,199
IMS-10116-CVDP-A4C9E678-A0C1-4A78-9AB2-1E540636CE03,865
IMS-10116-CVDP-3D827A48-424E-4257-B555-4D49DDF05572,121
IMS-10116-CVDP-1BE84E5D-AAE7-4EC3-A988-C8648118C9F7,251
IMS-10013-CVDP-3E436796-0863-4DB8-80E4-61931B60FC72,24
IMS-10116-CVDP-3E72534E-5F27-4E1B-A60F-CAB5FA1AE7A4,424
IMS-10013-CVDP-C648ECE6-D40E-47BA-9828-AEAA10BC0FCA,685
IMS-10013-CVDP-923B966E-FA4B-4827-BA1F-EE0A6331A339,152
IMS-10116-CVDP-F8B05DAB-BF3F-4EB7-96FE-73EC3FECEECD,1435
IMS-10116-CVDP-AE5DAE90-E05A-4520-B8AF-E03EAEA0B86A,622
IMS-10116-CVDP-975584E0-1ABA-453D-9BA5-8EE8F5B3720E,810
IMS-10013-CVDP-9A6D9A35-7233-4E42-9C28-85EA7019799D,35
IMS-10116-CVDP-F93A2FB6-97FE-4091-8BCC-621255351188,259
IMS-10116-CVDP-BD3AE2FF-59F6-4BDC-B367-9C8C439122E3,424
IMS-10116-CVDP-348450BE-1409-423C-A9D3-1FD1B5A18EBB,523
IMS-10116-CVDP-13AF7726-5A91-48A2-AA8D-4A4A1477B0E1,634
IMS-10591-CVDP-000035,211
IMS-10116-CVDP-2A5B76AD-C684-4F7C-95F5-4F2CF7111110,1122
IMS-10116-CVDP-C4DBDAB3-DB6A-4651-B982-5C1CFBC0D8CA,74
IMS-10116-CVDP-1EEE98E0-4C95-4302-A8C3-144554038205,445
IMS-10013-CVDP-C7EF5B59-8527-4475-9652-51DF8DED8BCE,20
IMS-10013-CVDP-00919AE1-FB3B-4D8D-A304-1D1437E2485A,37
IMS-10116-CVDP-B2D1C173-6124-47DB-A0AE-82FE299D3F3D,604
IMS-10036-CVDP-8F78B4AF-9A7D-4E82-A9FA-CE3E80A07FD4,267
IMS-10116-CVDP-05B737F1-E213-4CF4-891C-7AFB08CEE074,385
IMS-10013-CVDP-34F1160A-46E1-46BF-B358-F03D5FC92E69,612
IMS-10116-CVDP-59C33760-621B-4809-A561-DE0B4A2373B0,121
IMS-10013-CVDP-473949C5-C0FE-4298-ADB6-7CEDE2734479,32
IMS-10116-CVDP-DD9D4F39-FC73-49A4-857B-AC15AE7A76F5,253
IMS-10116-CVDP-62144CC3-42B8-4A6A-B9D5-5E9106AE6735,252
IMS-10013-CVDP-D4BBBBCE-137F-4066-BBDC-9CDE8D818D25,34
IMS-10116-CVDP-9C0AC7E9-923A-42AA-AAD0-1A325386C8C0,420
IMS-10116-CVDP-28A9C10D-8F24-4FC8-BDCF-2184D175A662,259
IMS-10116-CVDP-6771A274-3DAB-479C-8C8C-893D09B7A14F,178
IMS-10116-CVDP-E8051175-2E69-4877-B856-996402C950D9,424
IMS-10116-CVDP-C4987CAB-388E-46EA-8C3E-CEE02EADF483,270
IMS-10116-CVDP-C5627062-544D-485A-A4D2-D1AEB2D1A037,416
IMS-10116-CVDP-A35029C9-7E9C-4EB8-BB56-FFAAF32AAB5D,139
IMS-10116-CVDP-ACEADC8B-79A1-47C4-B695-83F10C81038A,121
IMS-10013-CVDP-E2B9ABEE-9DB3-4D23-AB13-2F492DA86909,27
IMS-10116-CVDP-6EB44DCF-CA8D-440C-965A-614A08EA800F,410
IMS-10116-CVDP-9FA5388B-CBE0-4F35-A6A1-FE074E413FBF,301
IMS-10116-CVDP-414A5EA6-BCED-42C5-B6CF-1720B0D41F16,259
IMS-10116-CVDP-4E3C2B66-2B6C-4B0F-B3EF-87718C2734E8,416
IMS-10116-CVDP-31D4BE06-927C-430F-AF5B-B8221E7575F8,259
IMS-10116-CVDP-D6C80062-DBC5-449F-BB2B-C67F784AC414,541
IMS-10116-CVDP-C58BC487-7B78-4025-BE40-F87BBFE1961B,910
IMS-10013-CVDP-6BA627F8-E10D-409F-8908-E8AC630CE958,20
IMS-10116-CVDP-8D97BFBB-C784-4DC8-B181-02DFB7020444,422
IMS-10020-CVDP-846A76CC-CD55-44A5-9A79-47FB987C0366,0
IMS-10116-CVDP-EEBD6181-ADB6-4F63-BD8B-7A14E1202E2A,420
IMS-10116-CVDP-E3E3D155-52D4-4099-92A1-F951C23C9A1D,259
IMS-10013-CVDP-ED7B6FF3-59FF-4969-AFE8-3645EE9EBABF,116
IMS-10013-CVDP-69DE9F96-1588-49D2-A7B8-7285F156CAC1,5
IMS-10116-CVDP-49DDEFDC-3D90-4A9C-A401-D39951F6002A,343
IMS-10013-CVDP-5C244814-85D6-4C0E-8EDF-E64CD3777655,21
IMS-10116-CVDP-D4699C12-A197-4A07-9B83-F100B3B58351,121
IMS-10013-CVDP-39B411F6-6E57-457D-9A4D-04BBF7967DD8,97
IMS-10116-CVDP-8F97BC45-0E45-4E6A-B2C0-A69FD235AD0F,1109
IMS-10116-CVDP-67FE1671-CE1D-4C30-9BA1-27805DD0677A,121
IMS-10013-CVDP-E8B6DA20-774F-4F50-8F46-259F944E8298,594
IMS-10116-CVDP-6D1D5256-C09E-47F9-8CD0-127484270F9E,881
IMS-10013-CVDP-C6B97A92-5487-460A-BD13-EC041EC58F79,246
IMS-10116-CVDP-04244346-9CF4-43BA-AE7A-90ADDD2754A7,395
IMS-10224-CVDP-AC0B2084-792E-4F1D-B6C9-F962E326642C,813
IMS-10116-CVDP-7FF05C1C-5800-4A7F-BB62-0AB84F6E1F71,262
IMS-10116-CVDP-9DA35B5D-59FA-40AD-855E-E44409FB4F0C,259
IMS-10013-CVDP-0B6CF140-8638-4D60-87C6-96ED6BFC6A6C,48
IMS-10013-CVDP-5167BF43-0F4D-4A32-903D-C6561220734E,38
IMS-10116-CVDP-B9265DFC-A77A-41B2-A111-3B76C07D4ED3,259
IMS-10116-CVDP-45E8BA60-3433-441D-81B9-47CC35A5F435,259
IMS-10116-CVDP-00B54DCC-654D-40E3-8177-FAD0D02B349A,121
IMS-10116-CVDP-F76D8483-09F0-48DC-B4CD-414BD7D402AF,416
IMS-10116-CVDP-BF0BA4D3-B79D-4002-96D1-59A022C387E7,259
IMS-10116-CVDP-955D63B6-2F52-442B-8A9F-CB5A4510DAB5,665
IMS-10116-CVDP-922779D1-6326-438A-975D-6BFB17C2B8C3,259
IMS-10013-CVDP-114DCE23-F2C5-4A60-B817-DCF2808A05C2,23
IMS-10116-CVDP-EA99DE7C-0789-42F2-8E7A-1D29114D9947,123
IMS-10116-CVDP-0242C0B8-A50D-416B-A49C-3FCEB75FE14F,453
IMS-10116-CVDP-5C38D61B-DA56-4274-9594-5D685102F42F,257
IMS-10116-CVDP-78560750-C4FC-4AB7-A1F5-76BD27CF3F2E,423
IMS-10116-CVDP-845951FD-F036-4710-AAAF-551528D4142D,1424
IMS-10224-CVDP-4EB6678A-E5D2-4656-A0CE-586BCA52D2AB,535
IMS-10116-CVDP-854CFAF8-CD98-4318-87A1-DA33BF04E47F,410
IMS-10116-CVDP-7BD039FA-E69B-4CFD-9128-EFFD37CC4768,399
IMS-10116-CVDP-D0A24574-87A5-4B5C-8519-2DD29992E5B1,354
IMS-10591-CVDP-000018,140
IMS-10116-CVDP-595EC034-DC6B-4B1A-9070-775360B1ED59,251
IMS-10116-CVDP-7C3A2A8B-0994-434F-AFCA-F160B73A0167,124
IMS-10116-CVDP-7EA30C2F-8FAF-422D-9B9A-6DB81829CE3F,416
IMS-10116-CVDP-CE1A9EEE-1FFC-4BEC-9399-2E68E9FA29DB,257
IMS-10116-CVDP-4C739145-1EB1-4576-9678-E53C3711BF9E,121
IMS-10116-CVDP-170B256A-C1D2-4DB7-BF32-7240EACAED2C,416
IMS-10116-CVDP-611BBD96-1DFB-447C-A762-6C7BCE80C4CB,259
IMS-10116-CVDP-105504AD-BA9C-498E-96BE-F34B9F4B058D,634
IMS-10116-CVDP-C6C1E204-4392-426D-A404-99D1715978B8,133
IMS-10116-CVDP-4DDCE65A-703D-4A26-A60D-4FA8DB5D90F4,126
IMS-10013-CVDP-BD9BBF62-0075-4EED-B440-332814E62348,261
IMS-10116-CVDP-F3762F3C-7612-4E52-9A90-2F5200052EF2,131
IMS-10116-CVDP-8759201B-A993-4B8A-BDB9-A739AF6BE428,617
IMS-10224-CVDP-5D3C60D4-4806-4A56-92F9-5A64493DB52C,1541
IMS-10591-CVDP-000028,183
IMS-10036-CVDP-01C2E208-D2BF-4B98-8E37-17BDFC6E0875,298
IMS-10116-CVDP-C3130602-D559-45C4-B77D-049CD4009564,502
IMS-10116-CVDP-32A46BC4-435C-43A9-A392-F1E597E9F58B,251
IMS-10116-CVDP-1B764160-DEB9-4C3A-BF2D-AB568DA89F21,139
IMS-10116-CVDP-711E576A-B233-4692-9C1A-10FDC8716995,123
IMS-10013-CVDP-4C2289CB-415E-45A3-B85C-86E0055788BE,38
IMS-10116-CVDP-0E5FF268-65FD-41A2-A4E4-50CA8177DF78,524
IMS-10116-CVDP-DD6676A2-113D-4B21-BE99-14FCE1895252,259
IMS-10150-CVDP-A02F4BAC-651E-498B-A44B-4A97BC699C11,63
IMS-10116-CVDP-48727796-068F-4031-B21E-AC49F0416CE0,658
IMS-10116-CVDP-52B35113-4F63-4733-A3CF-DEBDBB8EF182,316
IMS-10116-CVDP-05628282-C623-4C6E-AAD9-DC812986ABDD,256
IMS-10116-CVDP-A8E6C42C-F66D-4E8D-9D28-D21DB41C6426,259
IMS-10116-CVDP-70E80CDC-1687-47D1-B6DA-2677C08497FC,544
IMS-10116-CVDP-34485670-8694-4579-9E0A-119D50187981,396
IMS-10116-CVDP-B8D0FC32-A688-4CDE-A81A-7F700D2B2357,416
IMS-10116-CVDP-6BD6649D-941A-47C4-B04F-39B896144CC7,252
IMS-10116-CVDP-473D669B-84A7-4014-B469-BC2A7D77B64D,650
IMS-10013-CVDP-50B77BA1-1078-453D-B9DF-17F6915AADA4,84
IMS-10025-CVDP-00068,77
IMS-10036-CVDP-DEB8D5C7-B0DF-4CB4-AC46-F6792451D108,87
IMS-10116-CVDP-9A0B8D15-6F98-434D-8023-3EB0DB521937,438
IMS-10013-CVDP-89FCCD59-41BF-4924-8076-0F1207BA2B9D,33
IMS-10116-CVDP-B8EDC53B-4635-4AE5-8620-771E24946666,259
IMS-10116-CVDP-2F5F5E1D-037C-4812-B9F3-AECA6B2A50C8,418
IMS-10116-CVDP-68980CC4-719C-43A5-8D7E-7923670BA281,424
IMS-10116-CVDP-D3CE75CA-1315-4AC8-92AD-99942EAE50F5,123
IMS-10013-CVDP-5DE80DB4-02FB-42DE-B696-CC3A26A5F24D,35
IMS-10116-CVDP-40936F11-7FF9-456D-9D6C-EDFAF64810D0,253
IMS-10116-CVDP-90D67F16-0387-416B-8187-684D2E1AF7AE,351
IMS-10116-CVDP-E717FB03-9079-491B-8411-8788E5C55475,639
IMS-10116-CVDP-15CB817A-DF75-47E8-BBFB-977991372973,251
IMS-10013-CVDP-903538B1-0B6D-459E-B8EC-731D4316D676,35
IMS-10116-CVDP-58B75E03-25D9-4CAA-8E49-6FB022F8CB4D,381
IMS-10116-CVDP-8BEA01DB-AE99-48AD-976F-610CB2A74C9F,259
IMS-10116-CVDP-3DF3F3E0-6DF3-4565-AEE4-9ED8875CC998,416
IMS-10013-CVDP-B267FF77-33A4-4470-AB34-7DBABFDE7FC5,31
IMS-10116-CVDP-89C9EB94-10BC-4302-BC0A-7D778481946A,259
IMS-10116-CVDP-3AD7212E-8B9A-4E39-95C1-D91A2A9C49BA,433
IMS-10116-CVDP-269D9198-E0AF-492B-AA6E-81C9809F3D10,420
IMS-10116-CVDP-1B21C98E-B181-4A1F-AFA0-01E4AFDF95B8,121
IMS-10116-CVDP-2C53AD72-A04F-431B-96F9-9CEE590CCB98,340
IMS-10116-CVDP-BEC4F69C-E54D-4F9A-BDC0-0A7D3E56B575,416
IMS-10116-CVDP-2FB74C05-143B-4C06-8A4A-6A92AD301521,121
IMS-10116-CVDP-A904D3AA-F9D4-44FA-9ADB-3098F221439A,635
IMS-10116-CVDP-AE8557EB-3C2A-4230-A860-27B5EF79ABCE,575
IMS-10116-CVDP-B0E53135-6CDD-43EA-B915-1FC1D110DD10,476
IMS-10116-CVDP-16609637-7B7C-4260-AAF7-447C0104D93B,412
IMS-10013-CVDP-52EA92CC-C254-4B31-AE05-D5D5F72381A5,345
IMS-10116-CVDP-A4786F39-C6FD-46CE-B65E-15202D281F2A,259
IMS-10116-CVDP-80443C9E-9EDC-47A5-A809-53F2DDD04C7A,259
IMS-10116-CVDP-C0471261-3246-4711-9522-E61F22B67E40,259
IMS-10116-CVDP-82BCF10F-B783-482B-A111-5AFD958B1279,259
IMS-10013-CVDP-18CD9007-9E45-4EE0-8F23-F08BAB7AF973,499
IMS-10116-CVDP-F0AEFBE6-3FEE-43E6-A7DC-1C3483F855D1,479
IMS-10013-CVDP-714EF57A-EB4E-4AE9-91E9-4F60C14F9287,27
IMS-10116-CVDP-E7230DBE-A9FB-42C7-B8B4-2C0CB50AE850,712
IMS-10116-CVDP-AE12FE43-7FE5-4191-ABAA-E16351281E8C,416
IMS-10116-CVDP-15893607-8DAB-4FF7-ADF3-1C743C0AB164,424
IMS-10013-CVDP-3B6CE3C2-118A-428D-B58D-F325A9F9C7E6,32
IMS-10013-CVDP-13AB9687-DAD5-47BA-9F71-03AECDE0D4B5,449
IMS-10013-CVDP-17541D78-B063-48F4-BE41-F82BE55B7F92,14
IMS-10116-CVDP-91ABF035-8709-4DE6-8EB1-96BD89F3F875,121
IMS-10116-CVDP-AFABE045-BEB5-4FFA-B9A8-7376641ED144,488
IMS-10116-CVDP-ACAFDCA0-AADB-404F-9EBE-D2378B576FB1,140
IMS-10116-CVDP-D090F781-C33E-41A1-9DC2-6F3F9AE2351C,416
IMS-10224-CVDP-18FBDB03-06CA-4DF7-814E-9E06FDA7B1FA,1036
IMS-10116-CVDP-627AC415-55E3-430E-9B2A-E8DF516B9504,82
IMS-10036-CVDP-5B510C1A-E317-4FDC-A7D4-3425B2824881,267
IMS-10116-CVDP-3434F54D-426F-4E28-A4FD-59F5BD38A064,542
IMS-10116-CVDP-24AE9D0B-B04C-4A7E-AA62-CA2C54423103,1243
IMS-10318-CVDP-04000B02-E38D-4E55-A69C-350736D8F85D,9
IMS-10116-CVDP-C6E25DEC-84F3-4F0A-995A-FEE647949EA6,823
IMS-10116-CVDP-842C3C90-9874-4323-B949-B433263FBE41,424
IMS-10013-CVDP-87E2D743-3A2B-4C51-ABCD-B816D28B4946,298
IMS-10116-CVDP-EC2C48AD-940D-46EC-80F4-AFB7537CCD83,121
IMS-10116-CVDP-3A1D8D14-C2C9-4D62-81E9-025799355C62,562
IMS-10116-CVDP-AEC1D78D-34DB-441D-95CF-212A9AA8DC25,344
IMS-10013-CVDP-C8488FA4-2A3A-434B-98B9-790AC331F48D,36
IMS-10116-CVDP-EAFEE916-1765-4088-B94A-236E4FAA8376,884
IMS-10013-CVDP-3AB1E29E-CDF2-4234-8DDD-55070636DE16,247
IMS-10116-CVDP-FCB788D3-50EF-495B-B998-E6244E5EA3BC,259
IMS-10116-CVDP-8B550998-BFDE-4D9D-A4F7-C73788B83B78,257
IMS-10116-CVDP-57F4D8C3-A513-464F-BAF9-3C791F59452F,123
IMS-10116-CVDP-C5407089-E227-44A6-9617-479C40E49102,253
IMS-10116-CVDP-A8C2DDC3-1922-4717-B5A8-CEA6C92C8E12,263
IMS-10013-CVDP-85E88E42-FB3B-460B-8D1C-727966E721B8,33
IMS-10036-CVDP-00142,0
