Accession,Number_of_N
IMS-10087-CVDP-EA162CF7-8A7C-46C6-B08B-545580991341,58
IMS-10186-CVDP-1BC1D4E2-D3C2-4C46-986E-C8745484BDE6,279
IMS-10186-CVDP-C7E493D4-72EE-44E6-9635-28243BA28531,417
IMS-10227-CVDP-BD1F86D8-3E89-4A1B-8E82-B1AD47A3AD65,27
IMS-10267-CVDP-1FEF7053-C102-4885-870E-EFDBCF7CB98C,236
IMS-10087-CVDP-BF1251B2-E65B-474A-A62B-B37A78D3CDB5,207
IMS-10116-CVDP-DCBB3BA3-FFDF-4387-BA50-192C80DEBE60,259
IMS-10116-CVDP-33AE5379-BEE0-4D80-9337-6453DE2523A3,408
IMS-10186-CVDP-9B996903-1386-4238-95F9-41DE0F86688E,334
IMS-10116-CVDP-2DE7170B-B792-4F10-A1F6-F1C256BEBC94,260
IMS-10116-CVDP-B2D9D8A2-0058-46CF-A8D0-2E8AEEAC7154,259
IMS-10225-CVDP-79DD944C-CB51-4D2F-9A4C-73EEAEEA5C4A,205
IMS-10186-CVDP-C2422523-3D53-407F-951C-903B8A8D416D,74
IMS-10267-CVDP-A6F54D78-85D8-4F9A-B3E9-92034BEFF6AB,384
IMS-10087-CVDP-E45809C6-629C-4695-9F33-4504F1C4EDA1,684
IMS-10186-CVDP-4433B091-A909-4B43-924C-9DA85D38B4FB,503
IMS-10087-CVDP-E3FCC2A5-E9AE-4ADB-AD01-E9485DCAF74F,141
IMS-10267-CVDP-76318541-B2B1-4BF0-A7D3-0E1A35EC3F51,205
IMS-10186-CVDP-4E9D2206-EC6B-4089-874F-C5E9C6AEC9E6,108
IMS-10061-CVDP-710E549F-6D5B-4613-ADA7-CA7001EB878F,269
IMS-10186-CVDP-F5A13657-48FF-4D0D-81EE-00AD69237090,91
IMS-10087-CVDP-5CDBB463-621C-486F-8098-B95E4A7EBCD0,87
IMS-10267-CVDP-520D33A6-5A29-436F-A5C5-410B67E6D54A,342
IMS-10186-CVDP-AD65463A-D79A-4B6B-8248-D23945610FD7,267
IMS-10267-CVDP-0EF75A81-3AD7-4DAA-969A-99AA0BCEC284,219
IMS-10267-CVDP-982B1BEF-F7EF-4088-A491-150234E859E9,1039
IMS-10186-CVDP-32983479-55DC-4AEA-A6E0-E7A898181B3A,67
IMS-10186-CVDP-360B4CB7-D1F6-4B63-8AFA-A7991D1680CC,860
IMS-10186-CVDP-DA0E4CFB-39EF-406A-9D1D-90A116F5FDB6,668
IMS-10087-CVDP-74174A44-0A84-4E10-852E-90F869E22252,501
IMS-10116-CVDP-6D32D5C0-19BC-4AE0-A333-EAA14CD267A7,253
IMS-10227-CVDP-009437F5-CDF9-42A0-8016-2EC16FAB4F2E,86
IMS-10267-CVDP-98011307-339C-4D2F-B50A-5B5DED7D7048,179
IMS-10227-CVDP-493E3863-186C-4DD5-845A-2F36BEE85CA4,261
IMS-10116-CVDP-62FE0F0F-9073-43C6-98DC-F31A21270E96,742
IMS-10267-CVDP-5FC32287-AEDD-4A18-9C1E-950CA249E89B,540
IMS-10267-CVDP-947F27F0-613E-4D45-8DF3-D53362AFC306,851
IMS-10116-CVDP-6F29A2CD-E439-4B82-9933-279474E6BF63,259
IMS-10267-CVDP-75BD3B22-7E03-4DD9-91CC-85BC55675134,228
IMS-10013-CVDP-FE85D089-E38F-407C-B5F6-E4DEB31DC8ED,43
IMS-10261-CVDP-824FE789-67BC-4F1C-883F-043B677BC944,1184
IMS-10087-CVDP-4AF65193-DA2A-439A-ADD2-6DBAB2BA4D44,217
IMS-10013-CVDP-F3D01715-7262-4A43-BB4F-C449254A37AA,106
IMS-10186-CVDP-E25304AA-8738-4A2C-986E-1091E6D887DD,304
IMS-10186-CVDP-5BEA666C-BFC0-429A-B1DE-6453CD50623B,315
IMS-10087-CVDP-B156712B-D6C0-4F9E-A84B-AAFAC9A6381A,1259
IMS-10116-CVDP-9729D4BF-FFCB-4DD6-BBB7-2C355E82E2CC,411
IMS-10020-CVDP-8BA9CDB5-7272-4B19-8758-CE5003FB4E4E,52
IMS-10186-CVDP-6AE07305-6AD1-4EB5-83BB-56FF3E2C2036,927
IMS-10116-CVDP-08021097-728F-4010-BF8A-260F6ECD71D6,409
IMS-10087-CVDP-B889C240-F1B1-4B3A-AF1F-C935F1244A88,428
IMS-10087-CVDP-8ABEE894-DA2E-41AB-9600-EED94EC2B052,303
IMS-10013-CVDP-83CD75E5-52D1-41C9-B65B-141ADFD848B5,82
IMS-10116-CVDP-E49B2D61-5D1B-4AA6-A50A-B8DE09BCF4E0,684
IMS-10087-CVDP-E519E7DA-8F82-4D2C-B7EB-EBD8613A70E4,183
IMS-10087-CVDP-B316CEDE-50FB-4FA7-A906-70FA180B28DD,1061
IMS-10116-CVDP-402B21BB-C1F4-43A6-A2C3-1C35D50DC3D6,416
IMS-10186-CVDP-483B381D-99BC-43C3-BC55-DECE3B1AE47A,284
IMS-10061-CVDP-DEF5869E-D88B-4A4D-895E-1CA1DB38FE03,683
IMS-10186-CVDP-0429B8AA-FCD0-409C-AFB1-274A4E84B37B,144
IMS-10261-CVDP-81792C18-8092-4B73-8962-A4D06FA1C44A,452
IMS-10186-CVDP-E601EFBD-5590-4622-AE24-99A50BE9B7E9,44
IMS-10116-CVDP-3FC5A07A-9E4E-44D8-8ACC-08A4C90EE31E,460
IMS-10087-CVDP-1162A8C3-364E-433C-99B4-FDBA00B3AEAF,1035
IMS-10267-CVDP-667C7D2A-819F-4A21-8CAE-2334E5879B01,525
IMS-10087-CVDP-FD916B6D-D029-40AB-9A1E-31951DD51C8A,125
IMS-10267-CVDP-8D347D3E-90BC-4149-B552-1B459230F0D4,385
IMS-10087-CVDP-474526DE-8571-4AB2-B3B6-3929F59A5A02,852
IMS-10267-CVDP-93899A86-7B2A-4859-9C95-0B0FA6C200C6,489
IMS-10116-CVDP-5C4F7116-84F1-4A43-A27E-2CA95CEE8836,855
IMS-10087-CVDP-7E540898-C352-4BB8-92F8-4A04B5B37D33,297
IMS-10087-CVDP-DEE94B3F-790E-4CCE-B23F-01DF7D42B60D,339
IMS-10594-CVDP-0A1BAD1E-5677-4BA4-BAA1-EBD27B9B6F3F,388
IMS-10225-CVDP-B644FAC6-B984-405A-8ABA-D1E789DC9B11,389
IMS-10116-CVDP-9441A571-6AA0-454D-9A4A-74A21BE5F3B2,156
IMS-10225-CVDP-7ABF1F07-0906-4912-8591-9174B7F2A42A,867
IMS-10087-CVDP-B00C226C-8396-44E0-A3D3-D726CE170CA5,38
IMS-10013-CVDP-5F72BA43-E0D5-401C-8165-E6475EAF786F,139
IMS-10013-CVDP-EE97AC39-E48D-4926-9DBD-F00A7CE2B386,9
IMS-10087-CVDP-1C4F9D05-CB0D-45E6-9CFD-E66400BE7720,327
IMS-10227-CVDP-F609CC22-1F6B-45C5-ABA1-ED1E83C7CDE0,2
IMS-10225-CVDP-8186ED9E-DD5A-4860-A8AA-208A61E93669,222
IMS-10087-CVDP-267B3BB5-6356-4F0B-B38E-D524FE2C379B,72
IMS-10087-CVDP-DF7F5F35-882C-4B09-B15E-491A959C8E07,725
IMS-10087-CVDP-34661022-B43F-4374-81B0-6519DF51CA78,71
IMS-10116-CVDP-BD711E6F-0407-4DE6-B7DD-C83AD713A3F2,258
IMS-10116-CVDP-123ACD1F-FB24-46FD-B908-24EC7D6A3573,257
IMS-10087-CVDP-7AEE639C-26BD-471A-B9C3-6596F148E7CB,125
IMS-10267-CVDP-39726D9F-BFE2-4B3A-9FEF-0B1A44B2DFC9,188
IMS-10087-CVDP-2CB13585-B54A-4E0E-AAA0-D94A724B97E8,346
IMS-10116-CVDP-7D98F104-9DB9-4A8C-95B0-564A8F2CB059,121
IMS-10087-CVDP-657E431C-0C8C-426A-A8DE-7494CD0D4D7A,603
IMS-10116-CVDP-5776A06C-FB00-411D-B8A7-426D61FA7281,406
IMS-10186-CVDP-1C0FC987-CDEF-425E-9226-A3537A790662,38
IMS-10186-CVDP-CB98D6FF-E21F-40AA-B7D2-1D5D87DA046E,35
IMS-10087-CVDP-A56C6C09-E31A-4872-B399-551ABE6EE7C9,297
IMS-10116-CVDP-81C56BB8-50CC-4FAA-93DB-2D319E518AE3,870
IMS-10087-CVDP-83E7F85D-82F3-4A69-A16E-75F7779CE48C,96
IMS-10116-CVDP-CF24EAEE-125C-4022-B8C7-31F76DEF1FEA,778
IMS-10087-CVDP-F416FBC2-556E-477E-A240-306E93ABF6BD,246
IMS-10087-CVDP-420E1025-C29A-43EB-A335-1CDE149C7A89,340
IMS-10116-CVDP-0885B01A-58DC-478A-8FB3-62BC5B0D29C1,439
IMS-10267-CVDP-2245CE66-9CCD-4BED-AB1D-873487FD02FB,357
IMS-10227-CVDP-8A97331D-87E4-4F69-9844-6B74EE4ED442,97
IMS-10087-CVDP-67C21DAB-D552-4B6D-B773-4416E8EC7E5D,72
IMS-10227-CVDP-9789530C-81D9-401B-9936-A3CF88C873C1,15
IMS-10087-CVDP-4D065B7E-B606-4FBD-9F20-9356CE04BC7D,240
IMS-10013-CVDP-27B6F688-A212-47A6-9C9E-D0AF7FE7F8A8,417
IMS-10186-CVDP-1CA273A3-3527-4623-BE1A-BCFB8B90266C,420
IMS-10116-CVDP-EF9EE247-1F93-4DBA-8385-2CF5728A1DCD,453
IMS-10087-CVDP-0E9D960E-7D46-4AB3-822C-A0536EFA7BF3,1206
IMS-10013-CVDP-00E134C1-16A9-4E1F-BDB4-25ECEA6E7A26,68
IMS-10186-CVDP-C1117104-0909-48EA-B722-2C054244ACFD,1301
IMS-10061-CVDP-9DB29EDD-F981-4FEE-9FDA-C303D13A1A93,0
IMS-10267-CVDP-38CEFA5B-C0A6-414B-9D50-FF6842917151,391
IMS-10087-CVDP-30BF9279-5D42-476A-BC54-32231DB501F2,250
IMS-10225-CVDP-420287FC-811D-4443-B15E-2525E74EE350,363
IMS-10186-CVDP-BC16F8B3-636A-46E5-9F76-A885CDE52A24,105
IMS-10116-CVDP-CCBA8DE2-8DCA-4A9A-9DA4-4C2B4FDA6C52,257
IMS-10267-CVDP-8F4135BC-8BFE-4A6E-8C3B-E07F79691242,408
IMS-10013-CVDP-CECEC8DF-6B60-4235-802D-1439F78C504D,11
IMS-10087-CVDP-0F5654F8-D9AE-4CFC-B5D2-454B5B0A3D78,127
IMS-10227-CVDP-D3F4724E-C423-4E04-990E-599707AF8A44,27
IMS-10013-CVDP-80614235-C744-4BFA-8865-9BA5A14B2053,832
IMS-10116-CVDP-49137DCC-7947-4C0E-A02D-E51AB1F3B8E5,416
IMS-10225-CVDP-B5DCA02A-266C-4318-8052-7BDE360DFA63,433
IMS-10116-CVDP-722714B7-22E4-4B8B-B2E5-79529CC37112,87
IMS-10116-CVDP-82FC8673-2378-4E15-8690-85B98C4304EF,654
IMS-10225-CVDP-2C33518D-B4E1-4976-B9AA-374D044ECEFD,384
IMS-10186-CVDP-B9FB35A7-7D65-458D-8565-34E0E090A962,1207
IMS-10087-CVDP-C3A3387E-D6F8-4906-A140-F4B21907684A,199
IMS-10116-CVDP-37C26374-EE91-4235-8F16-921935791603,456
IMS-10061-CVDP-5645FE21-5A27-4CFD-AB90-B641F60B5F07,0
IMS-10186-CVDP-3C5BC398-591F-43DE-A87C-DD390588C317,1032
IMS-10173-CVDP-00061,26
IMS-10116-CVDP-4CE03027-B59F-4FE6-A2CE-03343DFA4924,124
IMS-10341-CVDP-EDFBE017-14BF-44E6-A2F2-C5D8CDA7E6D6,83
IMS-10013-CVDP-F3D4C53B-AEF5-4521-BDAE-30C2F8BC6E52,23
IMS-10225-CVDP-A50C2BA6-013E-460C-9DC7-08A9D39F3B18,1028
IMS-10116-CVDP-89758765-616C-46F6-BBCD-4BCC6179AB90,1159
IMS-10261-CVDP-3F5940F4-16C4-4FD0-A69C-D912D65ACFB9,242
IMS-10087-CVDP-C5DA01A4-E1D7-40A5-A813-18A137EC84D9,215
IMS-10087-CVDP-8F753410-E9D1-4C6E-AA30-B15025DBA477,141
IMS-10116-CVDP-779C4317-D800-4760-BDFA-C6C5F0FA4CFD,499
IMS-10186-CVDP-154048A6-3A4F-44EF-9F81-44AD46A447BA,306
IMS-10087-CVDP-26C906D6-0A86-4C0C-AB9B-D2D22FD46ACD,169
IMS-10186-CVDP-259C4428-A062-4E9E-9B71-BD035F075C15,1123
IMS-10227-CVDP-18F44325-EB9E-49EC-9F0D-D33B9806692B,718
IMS-10225-CVDP-0B36066F-80B0-48DF-AA63-555C27FC6AF6,1064
IMS-10087-CVDP-90D669BB-2825-405E-9D7B-63FC4130A206,728
IMS-10186-CVDP-49C0D24C-8407-402F-965D-7D946716C32C,30
IMS-10061-CVDP-0B02F5EA-CFE5-4478-A3C0-1E13B617BE5A,82
IMS-10087-CVDP-278B6FD6-01F1-48E6-8B0B-896A7CCE099D,365
IMS-10186-CVDP-E979B49A-1E9D-49AB-BE9B-6C3117061733,419
IMS-10061-CVDP-6E9719B0-8D3F-42E0-A4DA-3295282BDDCA,248
IMS-10087-CVDP-976E6756-B023-457F-83BA-D06DE50BA0CC,425
IMS-10227-CVDP-358AAAAF-BD57-4AE3-9804-A13ACB39E9C6,534
IMS-10116-CVDP-86620E03-626A-4834-ACB6-0CE69A07322B,690
IMS-10116-CVDP-BAA244F1-B8F0-4F36-934D-4510B9E53BB1,121
IMS-10186-CVDP-645725FD-8466-4738-B47A-3A45BE39DFE0,319
IMS-10061-CVDP-A75D5C45-DF88-4764-8E58-004869807BF1,175
IMS-10267-CVDP-1742A524-526D-4D0B-AE97-8CCDB48B615C,568
IMS-10087-CVDP-62333145-E810-468F-9DFA-7B48BF009AC2,74
IMS-10261-CVDP-1B6FEF17-6749-483D-89A1-BF4158342CF7,234
IMS-10186-CVDP-1249DF51-540D-4B13-90D3-18EB6B1B465F,508
IMS-10061-CVDP-F728600D-8029-43CF-B22B-4228532B4A52,76
IMS-10087-CVDP-4EEE82AC-FC0B-49E1-AD90-E39BDDD5AAE8,95
IMS-10267-CVDP-5D9A135B-3BD8-4093-BA24-57EF5FE7CA08,402
IMS-10087-CVDP-03550DDD-4EB7-4196-A90A-4648ED6CF383,215
IMS-10061-CVDP-5DDD939D-FBCB-433D-8712-FBD05B59BB11,478
IMS-10116-CVDP-51155429-BD67-41CB-BF71-4915061A7D6F,401
IMS-10116-CVDP-743BB689-C91A-44A5-B778-5D5C64CF4840,259
IMS-10267-CVDP-6384819D-A4D3-4C1F-BF1A-52B4D40683BE,494
IMS-10116-CVDP-F31643FC-92FC-4F79-9A52-E2B74FCC1096,259
IMS-10186-CVDP-91FBFA59-0B1E-4CDE-B06E-EC2D202A84E6,10
IMS-10186-CVDP-DC2E396D-E4E2-405F-88C7-EC254DCC6583,201
IMS-10087-CVDP-837484FB-421D-440A-84C1-7B7DF72EB6F1,264
IMS-10267-CVDP-F3A02DE1-5FA4-48B4-8C5A-51F2BCADB9BE,653
IMS-10087-CVDP-E8FF4AAB-9B38-40CA-92F5-7AAAA2C79995,317
IMS-10264-CVDP-521DE92D-ECDB-460A-8175-BD2EC19B384D,458
IMS-10225-CVDP-A2FED8CB-2E4A-437F-8198-ACCC6EBAD43F,393
IMS-10219-CVDP-E69008E8-C97C-4E5D-BD42-333A9BBDB5D6,1051
IMS-10087-CVDP-BD73DEBD-10F5-42E6-AB81-722CDBA56E5C,124
IMS-10087-CVDP-0C224994-5D8E-44BE-BA66-7564E68E41DC,806
IMS-10267-CVDP-40C9F01E-D99D-4900-BF5C-1189C0540710,598
IMS-10061-CVDP-D3C6E638-0930-463A-9A77-F6B89DA5D9EC,0
IMS-10267-CVDP-9B2D0FF3-ADD3-43DE-A91B-47A1AEF84E41,864
IMS-10116-CVDP-4F0DB81C-9EC7-47C6-B8B6-9CB0EB0B0A23,262
IMS-10116-CVDP-71B2BB52-68FD-45FC-8109-890371280DA3,222
IMS-10186-CVDP-582AB748-E22A-4A39-9AF2-695B99511257,232
IMS-10020-CVDP-B0177090-E4E4-4AB4-8505-3306FE503BE7,79
IMS-10013-CVDP-678225F1-42B3-45BE-8EE3-208F5D241F4C,227
IMS-10267-CVDP-DAA8A4D4-C3BD-4878-8E75-0A56D2295891,401
IMS-10087-CVDP-6B7FF3A7-8099-49F1-BD92-27815B399C40,1051
IMS-10087-CVDP-7AD8C3D7-D489-4A78-A4CC-8F386B6B6FB4,361
IMS-10225-CVDP-A661475A-5F19-47AF-8B02-8EA152A86DA7,230
IMS-10061-CVDP-4F09B2F8-E023-422D-9181-E84390345E54,217
IMS-10116-CVDP-02120A24-1FB0-4E85-9D3B-84EDF2DA1EC7,563
IMS-10013-CVDP-2662E7A1-7DD0-438B-B6B6-F0787A0B3E2B,253
IMS-10116-CVDP-F4F978C4-2F0C-44FD-A4F8-2D7FA7A79DC0,259
IMS-10225-CVDP-6D867BB9-5CBF-40C5-860F-16322B1609AC,361
IMS-10186-CVDP-0090407C-F21A-4E32-A914-EC5CD706BAB4,344
IMS-10173-CVDP-00022,0
IMS-10116-CVDP-C5C2AB2F-BBD9-409D-953E-FFEECFE14FA5,253
IMS-10186-CVDP-96944A2B-E6B4-42B6-8731-A41FB1709920,377
IMS-10061-CVDP-FF39437C-916B-487F-A7ED-7E2D682A5D37,173
IMS-10186-CVDP-86AA6FFA-3327-41E0-8F2C-CE3E85B6A004,90
IMS-10186-CVDP-9E883004-F63F-4347-805A-C57AB5CF6C5B,558
IMS-10227-CVDP-A5B360AD-5F9D-4FA5-95B1-1BFCB66BF110,22
IMS-10087-CVDP-39B72399-8AEC-4F35-B49E-4DB5E4369A6A,396
IMS-10186-CVDP-E66EC650-D98A-4C0E-BE1D-32D25E8A09F6,32
IMS-10116-CVDP-6BF4B951-6411-4F15-A6D9-EAEDCAC9D0CF,258
IMS-10087-CVDP-30C919EC-2EF0-431E-A8FE-373D2687EC5D,276
IMS-10087-CVDP-BDDBE329-459E-429E-BF94-D32E8A7E10A5,202
IMS-10261-CVDP-A66D21A2-DE2A-4E0F-803D-742A046BEB4A,461
IMS-10087-CVDP-77699E09-0EE0-4984-8AF6-90B490BCC539,1101
IMS-10186-CVDP-9B320AEC-67B6-474A-B781-70668D58E793,21
IMS-10186-CVDP-F112E264-EEFE-446B-A1B2-536DC38FB854,975
IMS-10267-CVDP-524AB524-6FE6-4613-BC77-7A0E230B3BF9,528
IMS-10186-CVDP-344B41F6-673B-4413-91F9-8DDA5F4891C9,16
IMS-10186-CVDP-52DD9AFA-6D74-40AD-A80F-B84AC86368FE,167
IMS-10087-CVDP-89409B97-71C2-4E34-823C-7C2EBE3196EA,1406
IMS-10087-CVDP-ECE80021-81FC-4C56-ABDC-C54EF69D695D,1385
IMS-10116-CVDP-66F16F71-90BA-47B4-A28A-789F096E3951,259
IMS-10267-CVDP-E639A733-5D5C-4B08-BB05-16F8ECC47011,387
IMS-10061-CVDP-33A26AB3-C8B5-41AB-A48D-B2E801F33070,86
IMS-10116-CVDP-33758031-8226-4B2B-B236-D7C322BE02E4,251
IMS-10267-CVDP-FCA2A066-15F6-4223-9872-6548F261DD58,572
IMS-10013-CVDP-790A0BFF-9A74-495E-9D1C-8C66E0337A84,32
IMS-10116-CVDP-57135D5A-BB8F-44F3-BD63-2C97244F93B0,121
IMS-10261-CVDP-32811012-F471-493A-A3CE-D46DC43F4F1E,251
IMS-10087-CVDP-5C78E70E-3B8F-42F0-89D6-EF8212F54376,84
IMS-10267-CVDP-9E8707B3-D513-4550-9C64-17799D56F213,232
IMS-10087-CVDP-F0AE692A-2D41-43AB-8BDD-CAEDA30C3EB0,360
IMS-10261-CVDP-40F90A85-2B6A-4E57-ACEA-D0523C8EB9A6,699
IMS-10116-CVDP-DAEB2F40-6774-4CFF-9AA4-07589B6BFA3B,253
IMS-10116-CVDP-50F6204D-9C65-438B-8770-45AD6846EA90,259
IMS-10116-CVDP-2E9D3F61-4BBC-4E01-AE4C-8D7364559109,251
IMS-10087-CVDP-BDADB075-BA4D-4B87-BE45-ABD453C700A2,38
IMS-10061-CVDP-014C8885-A087-4684-A546-E5F881C89CC6,60
IMS-10087-CVDP-01F3B43B-3FFA-4FF9-9DD8-DFBFD217CB55,195
IMS-10227-CVDP-B5A13DB9-52D1-4BD5-B4B7-CCE56C44ADC9,1
IMS-10280-CVDP-272EF0A6-F4CA-4ACA-91DD-C97C60487B7F,1173
IMS-10087-CVDP-0543B098-281F-48BC-B62E-29889A98D8F4,776
IMS-10259-CVDP-444FB524-2B76-4878-AB1C-D38F0DF987FD,0
IMS-10087-CVDP-FD073AFC-EE98-4A24-AB87-30FF91E00090,221
IMS-10087-CVDP-1D23F142-29F4-4ABB-B6DF-D89AF0D0A52F,416
IMS-10013-CVDP-A723043A-AA2A-450D-B99E-AAC95F2ADC78,30
IMS-10087-CVDP-2CB3783D-CC20-49FA-870D-ADCC502487C7,113
IMS-10116-CVDP-656BA2A5-361D-481A-9465-709B976C85C9,416
IMS-10087-CVDP-4CCA4972-3ED4-43BD-9B7F-2A2621D3FDE6,880
IMS-10186-CVDP-8D846648-6D37-46DC-ABFC-2AFC53623D93,60
IMS-10261-CVDP-F0D6FED4-4225-4413-9612-B357A7402F04,396
IMS-10087-CVDP-43241FDE-4E68-4DD3-AB76-91A309D42082,192
IMS-10116-CVDP-43195EE6-0C1E-4085-AD1C-9A515B8A4407,680
IMS-10013-CVDP-C256F430-420F-4595-A285-34899E160419,107
IMS-10087-CVDP-9B421A4F-F63F-4AB9-82B2-10410DDE9F36,326
IMS-10087-CVDP-FB06156B-B973-46C8-B6C0-A47E58853543,828
IMS-10087-CVDP-81454515-ACE0-4050-879A-BC94BD9049D5,145
IMS-10594-CVDP-0F57F161-E8EC-4726-9C6A-F1208765C7AC,5
IMS-10013-CVDP-28E43730-3C4E-4295-84BC-86F1F5446D55,110
IMS-10013-CVDP-3400136F-DC34-4668-B34A-23EBDD3F03B4,251
IMS-10061-CVDP-0E890A10-06B7-4C71-820A-32859E117960,28
IMS-10116-CVDP-BEF3B9E7-FA96-4135-9745-A6B350D3999E,253
IMS-10186-CVDP-49029B4A-D1C6-408C-BBF9-91E2E3E0E982,724
IMS-10186-CVDP-C45A612D-508A-400A-A784-C292526AEAAF,47
IMS-10087-CVDP-62C77E04-C1E2-4186-B6A8-BB0AC7396D36,449
IMS-10061-CVDP-2E127849-75CD-416A-B562-787CBE2B4504,283
IMS-10116-CVDP-C8785F43-6168-4CF9-A701-9C7DD61FB555,251
IMS-10116-CVDP-A7D25539-D7D5-4732-84E2-201D80E1BC02,354
IMS-10267-CVDP-8D0CABB2-0C41-4691-B1B6-2654BD817646,459
IMS-10116-CVDP-E66EE79D-2009-47CC-9C57-ECBE0DE3D3A3,259
IMS-10087-CVDP-FD3BF2FE-D6F5-4341-BE41-ED113D9F98EF,499
IMS-10116-CVDP-8C324876-850F-4894-9A49-E6656810AAFF,256
IMS-10267-CVDP-2D903607-C954-457F-8F1F-F49955C347E7,292
IMS-10186-CVDP-B8488394-62BE-46BB-8B78-E7EF020A4C31,55
IMS-10087-CVDP-3F205DDE-6515-4682-9C4C-CC82B7EA9894,1248
IMS-10013-CVDP-1B0C791D-5D44-4C15-98D6-B69346E1A439,225
IMS-10267-CVDP-4EFEBF29-864A-419C-AC88-ABE3343273A9,461
IMS-10186-CVDP-08EAA248-0E40-4B91-A358-D59D39AA048F,1089
IMS-10186-CVDP-B1C55AB9-FB94-4309-8EEC-E7D3A9CC1CF0,363
IMS-10186-CVDP-62B14854-0468-4383-A398-C10C707A724C,446
IMS-10116-CVDP-31C7C333-8A92-4A4D-86DE-0F416A6A134E,233
IMS-10061-CVDP-6E9AAFD1-CF06-46FB-8BD8-261E51A01471,502
IMS-10225-CVDP-069D4B59-3881-497A-9370-F1258DE414B6,836
IMS-10087-CVDP-4E777B5B-0EA9-4B3A-8725-ECE02FE93F1E,124
IMS-10061-CVDP-77152D3A-6C5E-4CA0-BE6E-656698B318DF,193
IMS-10087-CVDP-5A255291-BF27-4329-9C4B-938C0F0225B4,126
IMS-10116-CVDP-04AEB1BB-5A1C-4BF6-BE31-33BB63913D1E,1904
IMS-10061-CVDP-835D6A49-6EA3-4ABF-9012-BAD957AA3BA1,0
IMS-10116-CVDP-2C549D9C-6053-4991-B729-5BF3307ED3C1,253
IMS-10186-CVDP-DFFEB008-DBDE-4FAB-9601-799BE2766B0E,40
IMS-10116-CVDP-6FBB593D-9F81-4398-AC1E-9445B2877012,347
IMS-10087-CVDP-28CCA244-71EA-4B11-94EA-21570DBE6458,431
IMS-10087-CVDP-01C4EFC9-4991-4DD4-A529-F8EEAEC8CD2C,351
IMS-10116-CVDP-4E6D3FA1-3B95-4072-9097-D1811C524946,351
IMS-10013-CVDP-A8AF3A0E-284F-4DAF-8C4B-CD7AE3AA5B75,31
IMS-10116-CVDP-6B99E2B6-18DE-49C6-9800-60E9D4BEF487,259
IMS-10261-CVDP-854C01AB-CCB7-465E-A94C-0165D74FE25E,256
IMS-10116-CVDP-A9FD25C2-B48D-4412-878D-85B2091DF3F3,1111
IMS-10227-CVDP-59A9EB5A-8581-4E79-B858-F513A9CB1D68,15
IMS-10186-CVDP-B73EC978-AC35-4B96-BCFD-491948A42B04,206
IMS-10186-CVDP-FA33B935-EB9C-44AB-BA03-8BE48A6677EB,1091
IMS-10087-CVDP-2E246681-E1DC-4233-B2AA-54F0EF26273D,457
IMS-10087-CVDP-E66E9D6E-A6B6-46F9-A729-CC5C1D1FBDD9,562
IMS-10087-CVDP-8C12D020-382F-436D-BF59-7E0B7971A87B,366
IMS-10267-CVDP-00024,7
IMS-10116-CVDP-291AB157-B1D7-4D23-AF4B-B70EDCEF8825,259
IMS-10186-CVDP-A6D884C0-D286-4AD9-89B8-105175B05294,219
IMS-10087-CVDP-7F747402-471F-46F6-A9D5-04D4ADB29081,126
IMS-10087-CVDP-948A3E8A-593E-453A-A9F4-9EDC0F12B307,312
IMS-10116-CVDP-239548BF-E614-4E0A-96E4-B2A76086C790,401
IMS-10186-CVDP-10CE000A-5CF5-4A34-BAE7-850B559450F0,248
IMS-10267-CVDP-67B084D9-8F3E-46FB-B01A-B8C5668ECF5D,1681
IMS-10267-CVDP-7617FDAC-72D9-4C0F-BEA9-15CDC73202A1,219
IMS-10261-CVDP-C1008BD2-94D8-4A9A-919A-A14C31368F93,316
IMS-10116-CVDP-18E5CB80-5348-4AD3-AEEE-BB121E4ACAF8,254
IMS-10116-CVDP-117CED2F-7C3A-4E58-9031-156959DD441A,464
IMS-10087-CVDP-D2175BB5-C0A4-46BA-AC49-21826EB02CA7,83
IMS-10116-CVDP-5A9773F3-85FB-403A-806C-FF968EFE7ABC,257
IMS-10087-CVDP-13B8CDF5-0F0B-4B32-A9E5-C923D05D8D62,329
IMS-10116-CVDP-863F763E-D231-49FC-8D06-3336C56904A0,391
IMS-10013-CVDP-39C3828C-E02B-496A-8439-BDF1D0849265,102
IMS-10227-CVDP-A755D6FF-CA4E-4F41-A9B1-8882ADE08616,263
IMS-10087-CVDP-4F481871-3935-4EFD-A605-3AF6530F0E82,125
IMS-10186-CVDP-99AC9502-BC85-48D7-8BF2-0FD5B5064C19,28
IMS-10186-CVDP-96FFFB66-7E4A-4747-8051-73E74B773C53,35
IMS-10116-CVDP-8027BAE2-CA90-482C-9951-34CB7C04A8FC,259
IMS-10087-CVDP-E3ADC978-8374-409E-A048-4A178B0F5DFD,1126
IMS-10087-CVDP-9CE47C73-C759-45AE-809C-79213694914F,487
IMS-10116-CVDP-FF1E1145-51C0-4855-A8A3-7F576C214536,1018
IMS-10594-CVDP-7722E983-D0D7-410C-979C-26331C13A41C,1
IMS-10225-CVDP-94AC329E-4980-441B-9BEE-528FB66700AD,344
IMS-10186-CVDP-C7098BF6-64BA-497C-9D72-C97E5B098658,64
IMS-10087-CVDP-B28D7C12-5840-467B-8844-963648C01A14,396
